2017-10-15 02:49:30,695,DataFactory,INFO,Initializing DF...
2017-10-15 02:49:30,695,DataFactory,INFO,DF initialized: data_size (in bytes):,3,time_to_generate:,3,sid:,3,data_mgr:,None
2017-10-15 02:50:24,663,DataFactory,INFO,Initializing DF...
2017-10-15 02:50:24,664,DataFactory,INFO,DF initialized: data_size (in bytes):,4,time_to_generate:,4,sid:,4,data_mgr:,None
