id,timestamp,seq_number,data,timestamp_received,time_delay
399,2017-10-30 13:26:07,362,x,2017-10-30 13:27:02,00:00:55
400,2017-10-30 13:26:08,363,x,2017-10-30 13:27:02,00:00:54
401,2017-10-30 13:26:08,364,x,2017-10-30 13:27:02,00:00:54
402,2017-10-30 13:26:09,365,x,2017-10-30 13:27:04,00:00:55
403,2017-10-30 13:26:10,366,x,2017-10-30 13:27:05,00:00:55
404,2017-10-30 13:26:10,367,x,2017-10-30 13:27:05,00:00:55
405,2017-10-30 13:26:11,368,x,2017-10-30 13:27:05,00:00:54
406,2017-10-30 13:26:11,369,x,2017-10-30 13:27:05,00:00:54
407,2017-10-30 13:26:12,370,x,2017-10-30 13:27:07,00:00:55
408,2017-10-30 13:26:14,371,x,2017-10-30 13:27:09,00:00:55
409,2017-10-30 13:26:16,372,x,2017-10-30 13:27:10,00:00:54
410,2017-10-30 13:26:19,373,x,2017-10-30 13:27:12,00:00:53
411,2017-10-30 13:26:20,374,x,2017-10-30 13:27:12,00:00:52
412,2017-10-30 13:26:12,370,x,2017-10-30 13:27:16,00:01:04
413,2017-10-30 13:26:14,371,x,2017-10-30 13:27:16,00:01:02
414,2017-10-30 13:26:16,372,x,2017-10-30 13:27:16,00:01:00
415,2017-10-30 13:26:19,373,x,2017-10-30 13:27:16,00:00:57
416,2017-10-30 13:26:20,374,x,2017-10-30 13:27:16,00:00:56
417,2017-10-30 13:26:12,370,x,2017-10-30 13:27:20,00:01:08
418,2017-10-30 13:26:14,371,x,2017-10-30 13:27:22,00:01:08
419,2017-10-30 13:26:16,372,x,2017-10-30 13:27:23,00:01:07
420,2017-10-30 13:26:19,373,x,2017-10-30 13:27:25,00:01:06
421,2017-10-30 13:26:20,374,x,2017-10-30 13:27:26,00:01:06
422,2017-10-30 13:26:14,371,x,2017-10-30 13:27:29,00:01:15
423,2017-10-30 13:26:19,373,x,2017-10-30 13:27:29,00:01:10
424,2017-10-30 13:26:20,375,x,2017-10-30 13:27:40,00:01:20
425,2017-10-30 13:26:22,377,x,2017-10-30 13:27:43,00:01:21
426,2017-10-30 13:26:23,379,x,2017-10-30 13:27:46,00:01:23
427,2017-10-30 13:26:21,376,x,2017-10-30 13:27:51,00:01:30
428,2017-10-30 13:26:22,378,x,2017-10-30 13:27:53,00:01:31
429,2017-10-30 13:26:20,375,x,2017-10-30 13:27:58,00:01:38
430,2017-10-30 13:26:22,377,x,2017-10-30 13:28:01,00:01:39
431,2017-10-30 13:26:23,379,x,2017-10-30 13:28:03,00:01:40
432,2017-10-30 13:26:24,381,x,2017-10-30 13:28:08,00:01:44
433,2017-10-30 13:26:25,383,x,2017-10-30 13:28:11,00:01:46
434,2017-10-30 13:26:23,380,x,2017-10-30 13:28:13,00:01:50
435,2017-10-30 13:26:24,382,x,2017-10-30 13:28:18,00:01:54
436,2017-10-30 13:26:25,384,x,2017-10-30 13:28:20,00:01:55
437,2017-10-30 13:26:24,381,x,2017-10-30 13:28:25,00:02:01
438,2017-10-30 13:26:25,383,x,2017-10-30 13:28:25,00:02:00
439,2017-10-30 13:26:23,380,x,2017-10-30 13:28:27,00:02:04
440,2017-10-30 13:26:24,382,x,2017-10-30 13:28:32,00:02:08
441,2017-10-30 13:26:25,384,x,2017-10-30 13:28:36,00:02:11
442,2017-10-30 13:26:26,386,x,2017-10-30 13:28:47,00:02:21
443,2017-10-30 13:26:29,388,x,2017-10-30 13:28:47,00:02:18
