2017-10-15 02:50:24,663,DataFactory,INFO,Initializing DF...
2017-10-15 02:50:24,664,DataFactory,INFO,DF initialized: data_size (in bytes):,4,time_to_generate:,4,sid:,4,data_mgr:,None
