2017-10-15 00:57:40,262,DataFactory,INFO,Initializing DF...
2017-10-15 00:57:40,264,DataFactory,INFO,DF initialized: data_size (in bytes): 1 time_to_generate: 1 sid: 1 data_mgr: None
2017-10-15 01:20:48,109,DataFactory,INFO,Initializing DF...
2017-10-15 01:20:48,110,DataFactory,INFO,DF initialized: data_size (in bytes):,2,time_to_generate:,2,sid:,2,data_mgr:,None
